feature,d,d_ptb,d_nin,p_raw,ci_excl0,cross_ok,p_FDR,gate
ext_I_amp21,-0.0030673075377545024,0.02550347261383353,-0.01964209485411653,1.4099316080540563e-06,False,False,6.6506692048700886e-06,False
var_V6_mad11,-0.003053691873230792,0.07758204519636037,-0.0513424439341584,0.012404324930923675,False,False,0.026916710105445094,False
ext_I_vel10,-0.0030512223826153176,0.010874395016798353,-0.010857479844711289,0.058131025473440276,False,False,0.10119249028015931,False
ext_AVR_vel32,0.003048290566171756,0.01783676486450414,0.0002940084579374361,0.5019137437035178,False,False,0.607925431625943,False
ext_III_PR_slope,-0.0030471016759160774,0.02264403284469489,-0.004529404916666578,0.0035350292436479446,False,False,0.008917562821932333,False
ext_V5_amp49,-0.0030460372465418188,-0.00657329370113766,0.00016264608261871253,0.002853027223468778,False,False,0.007402449012243315,False
ext_V5_acc3,0.0030452301257948328,-0.0042302556429205905,0.00958907724481282,0.021514900537829056,False,False,0.04346580061890328,False
ext_V4_acc16,-0.0030414998246709544,-0.0017932145112581237,-0.005801054977379096,0.1837491282614634,False,False,0.27076619696061005,False
ext_III_vel23,0.003039784845439889,-0.010095596195106051,0.005608379801855909,0.18956222446936088,False,False,0.27831277384006287,False
ext_V4_acc18,-0.0030378888320431742,0.0015166702862183439,-0.012125759505800502,0.39372834177912297,False,False,0.5024834376619827,False
ext_V3_vel49,0.0030257691554092226,0.006449833235198446,0.002282622574050337,0.00011930437225736142,False,False,0.00041676136508231917,False
ext_AVL_acc6,-0.003025748839444073,0.019490149244382207,-0.005839446981042265,0.8679469278240713,False,False,0.9115358147114857,False
ext_V3_vel6,0.0030167249041113354,0.004481435538009026,0.0015662527530599078,0.0014881980288422698,False,False,0.004121163772178593,False
ext_V2_vel44,0.003011540956791523,0.06871477367503724,-0.0011021413055931943,0.23923053432900854,False,False,0.3366371036812107,False
ext_III_amp33,0.0030027832313105135,-0.011725009560794928,0.011659288660772106,8.817949639882888e-09,False,False,5.823216679382534e-08,False
ext_AVF_bodyQRS_slope,-0.003002043928727321,0.021804579732056555,-0.006645016275915647,0.021778785933860963,False,False,0.04387991898016573,False
ext_V5_ST_min,0.0030011832779585188,0.010783197941784681,-0.02053292899079452,0.025658537022738688,False,False,0.0503840363355596,False
ext_V4_amp39,-0.002989217905112897,-0.010066284082357744,0.023385351789782786,0.44620613413151555,False,False,0.5543092737449741,False
ext_I_acc0,-0.002982161671997431,-0.012787618905772347,-0.0030660473386780003,0.33485632731941084,False,False,0.4419285134480208,False
ext_V2_acc26,-0.002976297226291396,-0.1000837447897706,0.0020199898580659428,0.48595417318973033,False,False,0.5928892524865996,False
ext_V4_vel35,0.0029703956519535044,-0.0006998644205694608,0.024071662642323285,0.016418247686349943,False,False,0.0343609995987235,False
ext_V3_vel48,-0.0029596522740401206,0.0071149163586916525,-0.00403773659295635,0.015977909123994584,False,False,0.03358859728255796,False
ext_III_vel27,-0.0029596449572967965,-0.003822342574205333,-0.0033813009912704714,0.005649177026386566,False,False,0.013445975071068851,False
med_V1_vel19,0.0029514666654057403,0.024497278753390524,-0.015759883457274994,0.0033169136922090434,False,False,0.008424733258408467,False
ext_AVF_vel0,-0.0029454959189406135,0.009499041386902439,-0.0056471855134310025,0.9060014149094405,False,False,0.9384038631149929,False
med_V6_acc0,0.002927190554097582,0.013918415422425041,-0.00984344804818598,0.008072741164185552,False,False,0.01837904707735525,False
med_AVR_vel18,0.002907993787832881,-0.13714062132624316,0.17633453760548576,0.04320807003572686,False,False,0.07831840386895386,False
med_AVR_acc20,0.002895770953644873,-0.0100978394279708,0.014401400938305532,0.4313477859822058,False,False,0.5399920122027904,False
med_V3_vel46,-0.002886944242855707,-0.02289348579991475,0.012786349274351906,0.6739670297628259,False,False,0.7559162878170682,False
ext_AVF_acc14,-0.0028541655117504737,0.01613548187645065,-0.005761498413634439,0.3852883322656466,False,False,0.4935346465196719,False
ext_I_acc4,0.0028488889541731215,0.00367551677385234,0.004482828336902403,0.7829242808585466,False,False,0.8476774168694038,False
ext_III_vel18,0.002847915259446247,0.008513073179355774,-0.00038213080145076123,0.0014490264272181868,False,False,0.004025591103268532,False
ext_II_vel0,0.002846367264058769,-0.01341496164526814,0.007391345208651036,0.1624912039587173,False,False,0.24487046550057864,False
ext_I_acc5,0.0028054072565475013,-0.0012827065966976743,0.0021240811939057937,0.2385208704088586,False,False,0.33625576802172846,False
ext_AVR_vel46,-0.002764338587249715,-0.006175348046245364,-0.00028889195806298745,0.2185680904135564,False,False,0.3132587726579697,False
ext_V1_vel12,-0.0027609106172851367,-0.004338648196687253,-0.0029079918236670616,0.9443935955921003,False,False,0.9646745261444217,False
ext_V5_vel8,0.002756014359359313,-0.005863478966244488,0.030276428526830098,0.02642954693631186,False,False,0.05164371327472321,False
med_V2_acc23,-0.0027541637813448374,-0.03090609258292957,-0.002243153713697338,0.7206018455908093,False,False,0.7954855126794624,False
ext_V4_acc27,-0.0027477205137182467,0.008873779846609052,-0.004270637998791489,0.6473181481541876,False,False,0.7347705890149571,False
ext_AVF_amp1,-0.00274410881924775,0.004144380988191996,-0.0037401465411410796,0.00542649794226148,False,False,0.012957607246745056,False
var_I_mad38,-0.0027395238536940683,-0.1100399265240768,0.1310683586986042,1.5566963993663657e-09,False,False,1.1628118349157405e-08,False
ext_V5_T_slope,-0.002734381653196384,-0.004879148103257783,-0.00371356201740391,0.5849016271530507,False,False,0.6841448635292001,False
ext_AVF_vel27,0.0027031129479319765,-0.016399740318066795,0.004253762160339726,0.010631103450562422,False,False,0.023501765581115393,False
ext_V3_amp5,0.0026956538508957828,0.018930579520824914,-0.0013735425693473574,0.9730710371151174,False,False,0.9831467285273989,False
ext_V1_acc25,-0.002655389175104065,0.005686475870753803,-0.004903432628750717,0.9601514392276583,False,False,0.9752008348268378,False
ext_AVL_acc26,0.002629338342635568,0.012487526619565767,0.002733370753569885,0.49889794825233613,False,False,0.6054042518118237,False
ext_AVF_vel5,0.0026267879741544865,-0.01491711727592948,0.004763886299027894,0.589592616879937,False,False,0.6880792719283191,False
ext_AVL_amp21,0.0026255159531216295,0.025543104326456866,0.002312351896992908,0.03923397299401925,False,False,0.07220053816151785,False
ext_V4_acc0,0.0026205436579722213,0.014484570084552352,-0.0033877619499394006,0.5283911924964222,False,False,0.6326050674137303,False
ext_V5_amp37,0.002603900600342132,0.004893142490843281,0.001740045621590543,0.25302361297315656,False,False,0.35288523262115784,False
ext_III_vel31,0.0026013029737043856,-0.025381930528024017,0.004261435767068721,0.8482108382434982,False,False,0.8973724460110805,False
ext_AVF_amp42,0.0025934860759031985,-0.007793952899536747,0.0038960188813485504,0.283392292845571,False,False,0.3858958881301392,False
var_V5_mad9,0.002592720593504528,-0.006930178079042206,0.023827628654572792,0.005160688256699647,False,False,0.012420152238965167,False
ext_III_amp21,-0.0025766874614413125,0.022062595579406208,-0.0052947924880402016,0.21325048137990998,False,False,0.3073368071930646,False
ext_AVR_acc8,0.002575753240343779,0.009222661054523108,-0.02053231399942619,0.05713876729426881,False,False,0.0996996331758154,False
med_AVR_vel22,-0.0025725597573869625,0.026857001025682024,-0.0392082086338327,0.8405253075829873,False,False,0.8913274324781211,False
ext_AVR_vel47,-0.0025654141653390613,-0.0066862305575633345,0.0013250829742084789,0.3467502986406753,False,False,0.4536985230068805,False
ext_III_amp44,0.002559205100760228,0.006180667811890516,0.002442931172685819,0.1691999117029801,False,False,0.25299461847944876,False
med_AVL_on0_area,0.0025571249266110488,-0.0017745007372488074,0.040685979430735576,0.008898973859333663,False,False,0.019996653873769272,False
